FILME	EXAME	ALVO	MIN	MAX
20TSY32XMR	ALONGAMENTO DM	170		260
20TSY32XMR-L2	ALONGAMENTO DM	170		260
20TSY32XMR-L3	ALONGAMENTO DM	170		260
20TSYHTS32MR	ALONGAMENTO DM	185		205
20TSYHTS32MR-L2	ALONGAMENTO DM	185		205
20TSYHTS32MR-L3	ALONGAMENTO DM	185		205
20TSYL8232MR	ALONGAMENTO DM	170		200
20TSYUHS32MR	ALONGAMENTO DM	170		185
20TSYUHS32MR-L2	ALONGAMENTO DM	170		185
20TSYUHS32MR-L3	ALONGAMENTO DM	170		185
22TBB12MR-L2	ALONGAMENTO DM	120		160
22TBM10	ALONGAMENTO DM	120		160
22TBPCSL32MR-L2	ALONGAMENTO DM	120		160
22TBPRLB32MR-L2	ALONGAMENTO DM	130		160
22TFA02MR-L3	ALONGAMENTO DM	140		170
22TSY32MR	ALONGAMENTO DM	170		200
24TFA02MR-L3	ALONGAMENTO DM	140		170
25TFC30MR	ALONGAMENTO DM	160		195
25TFCL8230MR	ALONGAMENTO DM	160		195
25TSB21MR-L3	ALONGAMENTO DM	170		195
25TSBL8212MR-L2	ALONGAMENTO DM	180		195
25TSBL8212MR-L3	ALONGAMENTO DM	180		195
25TSY32MR-L2	ALONGAMENTO DM	170		200
25TSY32XMR	ALONGAMENTO DM	170		260
25TSY32XMR-L2	ALONGAMENTO DM	170		260
25TSY32XMR-L3	ALONGAMENTO DM	170		260
25TSYCF32MR-L3	ALONGAMENTO DM	210		260
26TBB12MR-EV	ALONGAMENTO DM	120		160
26TBB12MR-L2	ALONGAMENTO DM	120		160
26TBM10	ALONGAMENTO DM	120		160
26TBPRLB32MR-L2	ALONGAMENTO DM	130		160
28TFA02MR-L3	ALONGAMENTO DM	140		170
30TFC30MR	ALONGAMENTO DM	160		195
30TSB21MR-L3	ALONGAMENTO DM	170		195
30TSY32MR-L3	ALONGAMENTO DM	180		205
30TSY32XMR	ALONGAMENTO DM	170		260
30TSY32XMR-L2	ALONGAMENTO DM	170		260
30TSY32XMR-L3	ALONGAMENTO DM	170		260
35TSY32MR-L2	ALONGAMENTO DM	180		205
35TSY32MR-L3	ALONGAMENTO DM	180		205
35TSY32XMR-L2	ALONGAMENTO DM	170		260
35TSYCF32MR-L3	ALONGAMENTO DM	210		260
40TBPPSL22MR-L2	ALONGAMENTO DM	200		260
40TBPPSL23MR-L2	ALONGAMENTO DM	200		260
40TSY32MR-L2	ALONGAMENTO DM	180		205
40TSY32MR-L3	ALONGAMENTO DM	180		205
40TSY32XMR	ALONGAMENTO DM	170		260
40TSY32XMR-L2	ALONGAMENTO DM	170		260
40TSY32XMR-L3	ALONGAMENTO DM	170		260
45TSB21MR-L3	ALONGAMENTO DM	220		260
45TSYL8232MR-EV	ALONGAMENTO DM	210		260
45TSYL8232MR-L3	ALONGAMENTO DM	210		260
50TPY03MR-L3	ALONGAMENTO DM	210		260
50TSB21MR-L3	ALONGAMENTO DM	220		260
50TSY32MR-L2	ALONGAMENTO DM	220		260
50TSY32MR-L3	ALONGAMENTO DM	220		260
50TSY32XMR	ALONGAMENTO DM	170		260
50TSY32XMR-L2	ALONGAMENTO DM	170		260
50TSY32XMR-L3	ALONGAMENTO DM	170		260
15TSB21MR-L3	ALONGAMENTO DT	50		70
15TSY32MR	ALONGAMENTO DT	50		70
17TBPGFT32MR-L2	ALONGAMENTO DT	30		60
17TPY02MR-L3	ALONGAMENTO DT	60		80
17TSB21MR-L3	ALONGAMENTO DT	50		70
17TSBHTS21MR-L3	ALONGAMENTO DT	40		70
17TSY32MR	ALONGAMENTO DT	50		70
17TSY32MR-L3	ALONGAMENTO DT	50		70
17TSY32XMR	ALONGAMENTO DT	50		100
17TSY32XMR-L2	ALONGAMENTO DT	50		100
17TSY32XMR-L3	ALONGAMENTO DT	50		100
17TSYCMS32MR	ALONGAMENTO DT	50		70
17TSYHTS32MR	ALONGAMENTO DT	40		70
18TSY32MR	ALONGAMENTO DT	50		70
18TSYCSY32MR	ALONGAMENTO DT	50		70
19TBPCSL32MR-L2	ALONGAMENTO DT	40		60
19TBPGFT32MR-L2	ALONGAMENTO DT	30		60
19TPYRL02MR-L3	ALONGAMENTO DT	60		80
20TBM10	ALONGAMENTO DT	40		60
20TBPHGS32MR-L2	ALONGAMENTO DT	40		60
20TFA02MR-L3	ALONGAMENTO DT	45		65
20TFC30MR	ALONGAMENTO DT	50		70
20TFCHSK30MR	ALONGAMENTO DT	50		70
20TFCL8230MR	ALONGAMENTO DT	50		70
20TMA12MR	ALONGAMENTO DT	50		70
20TMA32MR-L2	ALONGAMENTO DT	50		70
20TMAPLN02MR	ALONGAMENTO DT	50		80
20TPY02MR-L3	ALONGAMENTO DT	60		80
20TPY03MR-L3	ALONGAMENTO DT	60		80
20TSB21MR-L3	ALONGAMENTO DT	50		70
20TSBHTS21MR-L3	ALONGAMENTO DT	40		70
20TSBL8212MR-L2	ALONGAMENTO DT	50		70
20TSY32MR	ALONGAMENTO DT	50		70
20TSY32MR-L2	ALONGAMENTO DT	50		70
20TSY32MR-L3	ALONGAMENTO DT	50		70
20TSY32XMR	ALONGAMENTO DT	50		100
20TSY32XMR-L2	ALONGAMENTO DT	50		100
20TSY32XMR-L3	ALONGAMENTO DT	50		100
20TSYHTS32MR	ALONGAMENTO DT	40		70
20TSYHTS32MR-L2	ALONGAMENTO DT	40		70
20TSYHTS32MR-L3	ALONGAMENTO DT	40		70
20TSYL8232MR	ALONGAMENTO DT	50		70
20TSYUHS32MR	ALONGAMENTO DT	50		70
20TSYUHS32MR-L2	ALONGAMENTO DT	50		70
20TSYUHS32MR-L3	ALONGAMENTO DT	50		70
22TBB12MR-L2	ALONGAMENTO DT	40		60
22TBM10	ALONGAMENTO DT	40		60
22TBPCSL32MR-L2	ALONGAMENTO DT	40		60
22TBPRLB32MR-L2	ALONGAMENTO DT	40		55
22TFA02MR-L3	ALONGAMENTO DT	45		65
22TSY32MR	ALONGAMENTO DT	50		70
24TFA02MR-L3	ALONGAMENTO DT	45		65
25TFC30MR	ALONGAMENTO DT	50		70
25TFCL8230MR	ALONGAMENTO DT	50		70
25TSB21MR-L3	ALONGAMENTO DT	50		70
25TSBL8212MR-L2	ALONGAMENTO DT	50		70
25TSBL8212MR-L3	ALONGAMENTO DT	50		70
25TSY32MR-L2	ALONGAMENTO DT	50		70
25TSY32XMR	ALONGAMENTO DT	50		100
25TSY32XMR-L2	ALONGAMENTO DT	50		100
25TSY32XMR-L3	ALONGAMENTO DT	50		100
25TSYCF32MR-L3	ALONGAMENTO DT	60		80
26TBB12MR-EV	ALONGAMENTO DT	40		60
26TBB12MR-L2	ALONGAMENTO DT	40		60
26TBM10	ALONGAMENTO DT	40		60
26TBPRLB32MR-L2	ALONGAMENTO DT	40		55
28TFA02MR-L3	ALONGAMENTO DT	45		65
30TFC30MR	ALONGAMENTO DT	50		70
30TSB21MR-L3	ALONGAMENTO DT	50		70
30TSY32MR-L3	ALONGAMENTO DT	60		80
30TSY32XMR	ALONGAMENTO DT	50		100
30TSY32XMR-L2	ALONGAMENTO DT	50		100
30TSY32XMR-L3	ALONGAMENTO DT	50		100
35TSY32MR-L2	ALONGAMENTO DT	60		80
35TSY32MR-L3	ALONGAMENTO DT	60		80
35TSY32XMR-L2	ALONGAMENTO DT	50		100
35TSYCF32MR-L3	ALONGAMENTO DT	60		80
40TBPPSL22MR-L2	ALONGAMENTO DT	45		65
40TBPPSL23MR-L2	ALONGAMENTO DT	45		65
40TSY32MR-L2	ALONGAMENTO DT	60		80
40TSY32MR-L3	ALONGAMENTO DT	60		80
40TSY32XMR	ALONGAMENTO DT	50		100
40TSY32XMR-L2	ALONGAMENTO DT	50		100
40TSY32XMR-L3	ALONGAMENTO DT	50		100
45TSB21MR-L3	ALONGAMENTO DT	60		80
45TSYL8232MR-EV	ALONGAMENTO DT	60		80
45TSYL8232MR-L3	ALONGAMENTO DT	60		80
50TPY03MR-L3	ALONGAMENTO DT	60		80
50TSB21MR-L3	ALONGAMENTO DT	60		80
50TSY32MR-L2	ALONGAMENTO DT	60		80
50TSY32MR-L3	ALONGAMENTO DT	60		80
50TSY32XMR	ALONGAMENTO DT	50		100
50TSY32XMR-L2	ALONGAMENTO DT	50		100
50TSY32XMR-L3	ALONGAMENTO DT	50		100
15TSB21MR-L3	BRILHO	95	80	
15TSY32MR	BRILHO	90	80	
17TBPGFT32MR-L2	BRILHO	85	77	
17TPY02MR-L3	BRILHO	95	85	
17TSB21MR-L3	BRILHO	95	80	
17TSBHTS21MR-L3	BRILHO	95	85	
17TSY32MR	BRILHO	90	80	
17TSY32MR-L3	BRILHO	90	80	
17TSY32XMR	BRILHO	90	75	
17TSY32XMR-L2	BRILHO	90	75	
17TSY32XMR-L3	BRILHO	90	75	
17TSYCMS32MR	BRILHO	90	80	
17TSYHTS32MR	BRILHO	90	85	
18TSY32MR	BRILHO	90	80	
18TSYCSY32MR	BRILHO	95	85	
19TBPCSL32MR-L2	BRILHO	85	77	
19TBPGFT32MR-L2	BRILHO	85	77	
19TPYRL02MR-L3	BRILHO	95	85	
20TBPHGS32MR-L2	BRILHO	85	77	
20TFA02MR-L3	BRILHO	95	85	
20TFC30MR	BRILHO	95	85	
20TFCHSK30MR	BRILHO	95	85	
20TFCL8230MR	BRILHO	95	85	
20TMA12MR	BRILHO	55	50	
20TMA32MR-L2	BRILHO	55	50	
20TMAPLN02MR	BRILHO	55	50	
20TPY02MR-L3	BRILHO	95	85	
20TPY03MR-L3	BRILHO	95	85	
20TSB21MR-L3	BRILHO	95	80	
20TSBHTS21MR-L3	BRILHO	95	85	
20TSBL8212MR-L2	BRILHO	95	80	
20TSY32MR	BRILHO	90	80	
20TSY32MR-L2	BRILHO	90	80	
20TSY32MR-L3	BRILHO	90	80	
20TSY32XMR	BRILHO	90	75	
20TSY32XMR-L2	BRILHO	90	75	
20TSY32XMR-L3	BRILHO	90	75	
20TSYHTS32MR	BRILHO	90	85	
20TSYHTS32MR-L2	BRILHO	90	85	
20TSYHTS32MR-L3	BRILHO	90	85	
20TSYL8232MR	BRILHO	90	80	
20TSYUHS32MR	BRILHO	90	85	
20TSYUHS32MR-L2	BRILHO	90	85	
20TSYUHS32MR-L3	BRILHO	90	85	
22TBB12MR-L2	BRILHO	85	77	
22TBPCSL32MR-L2	BRILHO	85	77	
22TBPRLB32MR-L2	BRILHO	90	80	
22TFA02MR-L3	BRILHO	95	85	
22TSY32MR	BRILHO	90	80	
24TFA02MR-L3	BRILHO	95	85	
25TFC30MR	BRILHO	95	85	
25TFCL8230MR	BRILHO	95	85	
25TSB21MR-L3	BRILHO	95	80	
25TSBL8212MR-L2	BRILHO	95	80	
25TSBL8212MR-L3	BRILHO	95	80	
25TSY32MR-L2	BRILHO	90	80	
25TSY32XMR	BRILHO	90	75	
25TSY32XMR-L2	BRILHO	90	75	
25TSY32XMR-L3	BRILHO	90	75	
25TSYCF32MR-L3	BRILHO	95	90	
26TBB12MR-EV	BRILHO	85	77	
26TBB12MR-L2	BRILHO	85	77	
26TBPRLB32MR-L2	BRILHO	90	80	
28TFA02MR-L3	BRILHO	95	85	
30TFC30MR	BRILHO	95	85	
30TSB21MR-L3	BRILHO	95	80	
30TSY32MR-L3	BRILHO	90	80	
30TSY32XMR	BRILHO	90	75	
30TSY32XMR-L2	BRILHO	90	75	
30TSY32XMR-L3	BRILHO	90	75	
35TSY32MR-L2	BRILHO	90	80	
35TSY32MR-L3	BRILHO	90	80	
35TSY32XMR-L2	BRILHO	90	75	
35TSYCF32MR-L3	BRILHO	95	90	
40TBPPSL22MR-L2	BRILHO	18		21
40TBPPSL23MR-L2	BRILHO	18		21
40TSY32MR-L2	BRILHO	90	80	
40TSY32MR-L3	BRILHO	90	80	
40TSY32XMR	BRILHO	90	75	
40TSY32XMR-L2	BRILHO	90	75	
40TSY32XMR-L3	BRILHO	90	75	
45TSB21MR-L3	BRILHO	95	80	
45TSYL8232MR-EV	BRILHO	90	80	
45TSYL8232MR-L3	BRILHO	90	80	
50TPY03MR-L3	BRILHO	95	85	
50TSB21MR-L3	BRILHO	95	80	
50TSY32MR-L2	BRILHO	90	80	
50TSY32MR-L3	BRILHO	90	80	
50TSY32XMR	BRILHO	90	75	
50TSY32XMR-L2	BRILHO	90	75	
50TSY32XMR-L3	BRILHO	90	75	
20TMA12MR	BRILHO MATTE	10		16
20TMA32MR-L2	BRILHO MATTE	10		16
20TMAPLN02MR	BRILHO MATTE	10		16
40TBPPSL22MR-L2	BRILHO MATTE	92	77	
40TBPPSL23MR-L2	BRILHO MATTE	92	77	
19TBPCSL32MR-L2	COF CHA-CHA DIN	0,3	0,2	0,4
19TPYRL02MR-L3	COF CHA-CHA DIN	0.55	0.45	0.75
20TBPHGS32MR-L2	COF CHA-CHA DIN	0,3	0,2	0,4
20TMA12MR	COF CHA-CHA DIN	0,3	0,2	0,35
20TMA32MR-L2	COF CHA-CHA DIN	0,3	0,2	0,35
20TMAPLN02MR	COF CHA-CHA DIN	0,3	0,15	0,35
20TPY03MR-L3	COF CHA-CHA DIN	0,35	0,2	0,45
40TBPPSL22MR-L2	COF CHA-CHA DIN	0.45	0.25	0.65
40TBPPSL23MR-L2	COF CHA-CHA DIN	0.45	0.25	0.65
19TBPCSL32MR-L2	COF CHA-CHA DIN IMEDIATO	0,35	0,2	0,45
19TPYRL02MR-L3	COF CHA-CHA DIN IMEDIATO	0.6	0.4	0.8
20TBPHGS32MR-L2	COF CHA-CHA DIN IMEDIATO	0,18	0,13	0,23
20TMA12MR	COF CHA-CHA DIN IMEDIATO	0,4	0,25	0,5
20TMA32MR-L2	COF CHA-CHA DIN IMEDIATO	0,4	0,25	0,5
20TMAPLN02MR	COF CHA-CHA DIN IMEDIATO	0,4	0,25	0,5
20TPY03MR-L3	COF CHA-CHA DIN IMEDIATO	0,35	0,25	0,45
40TBPPSL22MR-L2	COF CHA-CHA DIN IMEDIATO	0.5	0.35	0.7
40TBPPSL23MR-L2	COF CHA-CHA DIN IMEDIATO	0.5	0.35	0.7
15TSY32MR	COF COR-COR DIN	0,25	0,2	0,3
17TBPGFT32MR-L2	COF COR-COR DIN	0.35	0.15	0.5
17TPY02MR-L3	COF COR-COR DIN	0,35	0,2	0,45
17TSY32MR	COF COR-COR DIN	0,25	0,2	0,3
17TSY32MR-L3	COF COR-COR DIN	0,25	0,2	0,3
17TSY32XMR	COF COR-COR DIN	0.25	0.15	0.35
17TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
17TSY32XMR-L3	COF COR-COR DIN	0.25	0.15	0.35
17TSYCMS32MR	COF COR-COR DIN	0.45	0.3	0.65
17TSYHTS32MR	COF COR-COR DIN	0.3	0.2	0.45
18TSY32MR	COF COR-COR DIN	0,25	0,2	0,3
18TSYCSY32MR	COF COR-COR DIN	0,25	0,17	0,32
19TBPGFT32MR-L2	COF COR-COR DIN	0.25	0.15	0.35
20TFA02MR-L3	COF COR-COR DIN	0,5	0,3	0,7
20TPY02MR-L3	COF COR-COR DIN	0,35	0,2	0,45
20TSY32MR	COF COR-COR DIN	0,25	0,2	0,3
20TSY32MR-L2	COF COR-COR DIN	0,25	0,2	0,3
20TSY32MR-L3	COF COR-COR DIN	0,25	0,2	0,3
20TSY32XMR	COF COR-COR DIN	0.25	0.15	0.35
20TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
20TSY32XMR-L3	COF COR-COR DIN	0.25	0.15	0.35
20TSYHTS32MR	COF COR-COR DIN	0.3	0.2	0.45
20TSYHTS32MR-L2	COF COR-COR DIN	0.3	0.2	0.45
20TSYHTS32MR-L3	COF COR-COR DIN	0.3	0.2	0.45
20TSYL8232MR	COF COR-COR DIN	0.25	0.2	0.3
20TSYUHS32MR	COF COR-COR DIN	0.25	0.15	0.3
20TSYUHS32MR-L2	COF COR-COR DIN	0.25	0.15	0.3
20TSYUHS32MR-L3	COF COR-COR DIN	0.25	0.15	0.3
22TBPRLB32MR-L2	COF COR-COR DIN	0.3	0.2	0.45
22TFA02MR-L3	COF COR-COR DIN	0,5	0,3	0,7
22TSY32MR	COF COR-COR DIN	0,25	0,2	0,3
24TFA02MR-L3	COF COR-COR DIN	0,5	0,3	0,7
25TSY32MR-L2	COF COR-COR DIN	0,25	0,2	0,3
25TSY32XMR	COF COR-COR DIN	0.25	0.15	0.35
25TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
25TSY32XMR-L3	COF COR-COR DIN	0.25	0.15	0.35
25TSYCF32MR-L3	COF COR-COR DIN	0.4	0.2	0.55
26TBPRLB32MR-L2	COF COR-COR DIN	0.3	0.2	0.45
28TFA02MR-L3	COF COR-COR DIN	0,5	0,3	0,7
30TSY32MR-L3	COF COR-COR DIN	0,25	0,2	0,3
30TSY32XMR	COF COR-COR DIN	0.25	0.15	0.35
30TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
30TSY32XMR-L3	COF COR-COR DIN	0.25	0.15	0.35
35TSY32MR-L2	COF COR-COR DIN	0,25	0,2	0,3
35TSY32MR-L3	COF COR-COR DIN	0,25	0,2	0,3
35TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
35TSYCF32MR-L3	COF COR-COR DIN	0.4	0.2	0.55
40TSY32MR-L2	COF COR-COR DIN	0,25	0,2	0,3
40TSY32MR-L3	COF COR-COR DIN	0,25	0,2	0,3
40TSY32XMR	COF COR-COR DIN	0.25	0.15	0.35
40TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
40TSY32XMR-L3	COF COR-COR DIN	0.25	0.15	0.35
45TSYL8232MR-EV	COF COR-COR DIN	0.33	0.25	0.4
45TSYL8232MR-L3	COF COR-COR DIN	0.33	0.25	0.4
50TPY03MR-L3	COF COR-COR DIN	0,35	0,2	0,45
50TSY32MR-L2	COF COR-COR DIN	0,25	0,2	0,3
50TSY32MR-L3	COF COR-COR DIN	0,25	0,2	0,3
50TSY32XMR	COF COR-COR DIN	0.25	0.15	0.35
50TSY32XMR-L2	COF COR-COR DIN	0.25	0.15	0.35
50TSY32XMR-L3	COF COR-COR DIN	0.25	0.15	0.35
15TSY32MR	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
17TBPGFT32MR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
17TPY02MR-L3	COF COR-COR DIN IMEDIATO	0,35	0,25	0,45
17TSY32MR	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
17TSY32MR-L3	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
17TSY32XMR	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
17TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
17TSY32XMR-L3	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
17TSYCMS32MR	COF COR-COR DIN IMEDIATO	0.25	0.22	0.28
17TSYHTS32MR	COF COR-COR DIN IMEDIATO	0.2	0.13	0.25
18TSY32MR	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
18TSYCSY32MR	COF COR-COR DIN IMEDIATO	0,25	0,2	0,35
19TBPGFT32MR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
20TFA02MR-L3	COF COR-COR DIN IMEDIATO	0,45	0,3	0,65
20TPY02MR-L3	COF COR-COR DIN IMEDIATO	0,35	0,25	0,45
20TSY32MR	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
20TSY32MR-L2	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
20TSY32MR-L3	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
20TSY32XMR	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
20TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
20TSY32XMR-L3	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
20TSYHTS32MR	COF COR-COR DIN IMEDIATO	0.2	0.13	0.25
20TSYHTS32MR-L2	COF COR-COR DIN IMEDIATO	0.2	0.13	0.25
20TSYHTS32MR-L3	COF COR-COR DIN IMEDIATO	0.2	0.13	0.25
20TSYL8232MR	COF COR-COR DIN IMEDIATO	0.4	0.2	0.65
20TSYUHS32MR	COF COR-COR DIN IMEDIATO	0.2	0.15	0.25
20TSYUHS32MR-L2	COF COR-COR DIN IMEDIATO	0.2	0.15	0.25
20TSYUHS32MR-L3	COF COR-COR DIN IMEDIATO	0.2	0.15	0.25
22TBPRLB32MR-L2	COF COR-COR DIN IMEDIATO	0.2	0.13	0.28
22TFA02MR-L3	COF COR-COR DIN IMEDIATO	0,45	0,3	0,65
22TSY32MR	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
24TFA02MR-L3	COF COR-COR DIN IMEDIATO	0,45	0,3	0,65
25TSY32MR-L2	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
25TSY32XMR	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
25TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
25TSY32XMR-L3	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
25TSYCF32MR-L3	COF COR-COR DIN IMEDIATO	0.3	0.25	0.4
26TBPRLB32MR-L2	COF COR-COR DIN IMEDIATO	0.2	0.13	0.28
28TFA02MR-L3	COF COR-COR DIN IMEDIATO	0,45	0,3	0,65
30TSY32MR-L3	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
30TSY32XMR	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
30TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
30TSY32XMR-L3	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
35TSY32MR-L2	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
35TSY32MR-L3	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
35TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
35TSYCF32MR-L3	COF COR-COR DIN IMEDIATO	0.3	0.25	0.4
40TSY32MR-L2	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
40TSY32MR-L3	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
40TSY32XMR	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
40TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
40TSY32XMR-L3	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
45TSYL8232MR-EV	COF COR-COR DIN IMEDIATO	0.3	0.25	0.35
45TSYL8232MR-L3	COF COR-COR DIN IMEDIATO	0.45	0.25	0.65
50TPY03MR-L3	COF COR-COR DIN IMEDIATO	0,35	0,25	0,45
50TSY32MR-L2	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
50TSY32MR-L3	COF COR-COR DIN IMEDIATO	0,25	0,2	0,3
50TSY32XMR	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
50TSY32XMR-L2	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
50TSY32XMR-L3	COF COR-COR DIN IMEDIATO	0.25	0.15	0.35
20TFC30MR	COF EXT-EXT DIN	0,23	0,18	0,3
20TFCHSK30MR	COF EXT-EXT DIN	0,3	0,24	0,36
20TFCL8230MR	COF EXT-EXT DIN	0,25	0,18	0,3
22TBPCSL32MR-L2	COF EXT-EXT DIN	0,3	0,2	0,4
25TFC30MR	COF EXT-EXT DIN	0,23	0,18	0,3
25TFCL8230MR	COF EXT-EXT DIN	0,25	0,18	0,3
30TFC30MR	COF EXT-EXT DIN	0,23	0,18	0,3
20TFC30MR	COF EXT-EXT DIN IMEDIATO	0,23	0,18	0,3
20TFCHSK30MR	COF EXT-EXT DIN IMEDIATO	0,32	2,5	0,4
20TFCL8230MR	COF EXT-EXT DIN IMEDIATO	0,25	0,18	0,35
22TBPCSL32MR-L2	COF EXT-EXT DIN IMEDIATO	0,35	0,2	0,45
25TFC30MR	COF EXT-EXT DIN IMEDIATO	0,23	0,18	0,3
25TFCL8230MR	COF EXT-EXT DIN IMEDIATO	0,25	0,18	0,35
30TFC30MR	COF EXT-EXT DIN IMEDIATO	0,23	0,18	0,3
20TFC30MR	COF INT-INT DIN	0,23	0,18	0,3
20TFCHSK30MR	COF INT-INT DIN	0,3	0,24	0,36
20TFCL8230MR	COF INT-INT DIN	0,25	0,18	0,3
22TBPCSL32MR-L2	COF INT-INT DIN	0,3	0,2	0,4
25TFC30MR	COF INT-INT DIN	0,23	0,18	0,3
25TFCL8230MR	COF INT-INT DIN	0,25	0,18	0,3
30TFC30MR	COF INT-INT DIN	0,23	0,18	0,3
20TFC30MR	COF INT-INT DIN IMEDIATO	0,23	0,18	0,3
20TFCHSK30MR	COF INT-INT DIN IMEDIATO	0,32	0,25	0,4
20TFCL8230MR	COF INT-INT DIN IMEDIATO	0,25	0,18	0,35
22TBPCSL32MR-L2	COF INT-INT DIN IMEDIATO	0,35	0,2	0,45
25TFC30MR	COF INT-INT DIN IMEDIATO	0,23	0,18	0,3
25TFCL8230MR	COF INT-INT DIN IMEDIATO	0,25	0,18	0,35
30TFC30MR	COF INT-INT DIN IMEDIATO	0,23	0,18	0,3
15TMS10	COF NT-NT DIN	0.35	0.2	0.4
15TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
15TSY32MR	COF NT-NT DIN	0,4	0,2	0,65
17TBPGFT32MR-L2	COF NT-NT DIN	0.5	0.3	0.7
17TMS10	COF NT-NT DIN	0.35	0.2	0.4
17TMSHTS10	COF NT-NT DIN	0.23		0.4
17TPY02MR-L3	COF NT-NT DIN	0,42	0,2	0,53
17TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
17TSBHTS21MR-L3	COF NT-NT DIN	0,25		0,35
17TSY32MR	COF NT-NT DIN	0,4	0,2	0,65
17TSY32MR-L3	COF NT-NT DIN	0,4	0,2	0,65
17TSY32XMR	COF NT-NT DIN	0.4	0.2	0.65
17TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
17TSY32XMR-L3	COF NT-NT DIN	0.4	0.2	0.65
17TSYCMS32MR	COF NT-NT DIN	0.45	0.3	0.65
17TSYHTS32MR	COF NT-NT DIN	0.3	0.2	0.55
18TSY32MR	COF NT-NT DIN	0,4	0,2	0,65
18TSYCSY32MR	COF NT-NT DIN	0,32	0,22	0,42
19TBPCSL32MR-L2	COF NT-NT DIN	0,3	0,2	0,4
19TBPGFT32MR-L2	COF NT-NT DIN	0.35	0.18	0.5
19TPYRL02MR-L3	COF NT-NT DIN	0.22	0.18	0.28
20TBM10	COF NT-NT DIN	0,3	0,2	0,4
20TBPHGS32MR-L2	COF NT-NT DIN	0,35	0,2	0,45
20TFA02MR-L3	COF NT-NT DIN	0,5	0,3	0,7
20TMA12MR	COF NT-NT DIN	0,35	0,2	0,4
20TMA32MR-L2	COF NT-NT DIN	0,35	0,2	0,4
20TMAPLN02MR	COF NT-NT DIN	0,4	0,2	0,5
20TMS10	COF NT-NT DIN	0.35	0.2	0.4
20TMSHTS10	COF NT-NT DIN	0.23		0.4
20TMSL8210	COF NT-NT DIN	0.35	0.2	0.4
20TPY02MR-L3	COF NT-NT DIN	0,42	0,2	0,53
20TPY03MR-L3	COF NT-NT DIN	0,42	0,2	0,53
20TSB21MR-L3	COF NT-NT DIN	0,3	0,2	0,4
20TSBHTS21MR-L3	COF NT-NT DIN	0,25		0,35
20TSBL8212MR-L2	COF NT-NT DIN	0.3	0,2	0,4
20TSY32MR	COF NT-NT DIN	0,4	0,2	0,65
20TSY32MR-L2	COF NT-NT DIN	0,4	0,2	0,65
20TSY32MR-L3	COF NT-NT DIN	0,4	0,2	0,65
20TSY32XMR	COF NT-NT DIN	0.4	0.2	0.65
20TSY32XMR-L2	COF NT-NT DIN	0.4	0.2	0.65
